journal,field,openalex_id,doi,title,publication_date,authors,cited_by_count,abstract
Journal of Finance,finance,https://openalex.org/W4411846427,https://doi.org/10.1111/jofi.13457,ISSUE INFORMATION,2025-07-01,Antoinette Schoar; Leonid Kogan; Jonathan Lewellen; Thomas Philippon; Adi Sunderam; Manuel Adelino; Kenneth Ahern; Kerry Back; Alon Brav; Mikhail Chernov; James Choi; Anna Cieslak; Vicente Cuat; Gregory Duffee; Thierry Foucault; Carola Frydman; Mariassunta Giannetti; Vincent Glode; Francisco Gomes; Brett Green; Samuel Hartzmark; Terry Hendershott; Victoria Ivashina; Dirk Jenter; Christopher Jones; Jonathan Karpoff; Benjamin Keys; Lars-Alexander Kuehn; Dong Lou; Igor Makarov; Semyon Malamud; Alan Moreira; Tyler Muir; David Musto; Taylor Nadauld; Christian Opp; Jun Pan; Stavros Panageas; Giorgia Piacentino; Joshua Rauh; David Robinson; Alexi Savov; Lukas Schmid; Kelly Shue; David Sraer; Margarita Tsoutsoura; Jules Van Binsbergen; Andrea Vedolin; Adrien Verdelhan; Kathleen Hanley; ; ; ; ; ; ; ; ; ; ; ; ; ,0,
Journal of Finance,finance,https://openalex.org/W4411846428,https://doi.org/10.1111/jofi.13468,AMERICAN FINANCE ASSOCIATION,2025-07-01,Weiss Kathleen; Hanley,0,
Journal of Finance,finance,https://openalex.org/W4411966729,https://doi.org/10.1111/jofi.13466,Does Saving Cause Borrowing? Implications for the Coholding Puzzle,2025-07-02,Paolina C. Medina; Michaela Pagel,2,"ABSTRACT Using an experiment in which 3.1 million bank customers were encouraged to save, we explore the mechanisms behind coholding liquid savings and credit card debt. Theoretically, we show that the joint responses of spending, saving, and borrowing to the nudge differ across economic models of coholding. Using machine learning techniques, we find that the most responsive individuals reduce spending and increase savings by 4.9% (206 USD PPP per month) while their credit card debt remains unchanged. These individuals' marginal responses to the nudge are consistent with our model of coholding for the purpose of self‐ or partner‐control."
Journal of Finance,finance,https://openalex.org/W4412914263,https://doi.org/10.1111/jofi.13467,The “Actual Retail Price” of Equity Trades,2025-07-25,Christopher G. Schwarz; Brad M. Barber; Xing Huang; Philippe Jorion; Terrance Odean,1,"ABSTRACT We compare execution quality of six brokerage accounts across five brokers by generating a sample of 85,000 simultaneous market orders. Commission levels and payment for order flow (PFOF) differ across our accounts. We find that execution prices vary significantly across brokers: the mean account‐level round‐trip cost ranges from 0.07% to 0.46%, excluding any commissions. The dispersion is due to off‐exchange wholesalers systematically giving different execution prices for the same trades to different brokers. Across brokers, variation in PFOF does not explain the large variation in price execution. We provide several suggestions for more informative disclosures on execution quality."
Journal of Finance,finance,https://openalex.org/W4412761987,https://doi.org/10.1111/jofi.13470,"Too Much, Too Soon, for Too Long: The Dynamics of Competitive Executive Compensation",2025-07-30,Gilles Chemla; Alejandro Rivera; Liyan Shi,4,"ABSTRACT We examine executive compensation in a general equilibrium model with dynamic moral hazard, where executives' outside options are endogenously determined by equilibrium market compensation. Firms provide incentives through compensation packages featuring deferred payments as “carrots” and termination as “sticks.” Crucially, the effectiveness of termination as an incentive device is undermined by the outside options available to executives. As individual firms fail to internalize the effect of their compensation design on these endogenous outside options, the equilibrium is generally inefficient. Compared to shareholder‐value‐maximizing compensation packages, executives are paid too much, too soon, and keep their jobs for too long."
Journal of Finance,finance,https://openalex.org/W4412942451,https://doi.org/10.1111/jofi.13469,Segmented Arbitrage,2025-08-04,Emil Siriwardane; Adi Sunderam; Jonathan Wallen,1,"ABSTRACT We use arbitrage activity in equity, fixed income, and foreign exchange markets to characterize the frictions and constraints facing intermediaries. The average pairwise correlation between the 32 arbitrage spreads that we study is 22%. These low correlations are inconsistent with canonical intermediary asset pricing models. We show that at least two types of segmentation drive arbitrage dynamics. First, funding is segmented—certain trades rely on specific funding sources, making their arbitrage spreads sensitive to localized funding shocks. Second, balance sheets are segmented—intermediaries specialize in certain trades, so arbitrage spreads are sensitive to idiosyncratic balance‐sheet shocks."
Journal of Finance,finance,https://openalex.org/W4413135983,https://doi.org/10.1111/jofi.13474,Investor Factors,2025-08-07,Sébastien Betermier; Laurent E. Calvet; Samuli Knüpfer; Jens Soerlie Kvaerner,0,"ABSTRACT This paper develops an empirical methodology for extracting pricing factors from investor portfolio data. We apply this approach to the stockholdings of Norwegian individual investors from 1997 to 2017. A two‐factor model, featuring the market portfolio and a long‐short portfolio constructed from the holdings of investors sorted by age or wealth, explains both the common variation in portfolio holdings and the cross section of stock returns. Portfolio tilts toward the long‐short investor factor correlate with indebtedness, macroeconomic exposure, gender, and investment experience. Our paper illustrates the benefits of using holdings data for explaining the risk premia of financial assets."
Journal of Finance,finance,https://openalex.org/W4413196068,https://doi.org/10.1111/jofi.13473,Household Portfolios and Retirement Saving over the Life Cycle,2025-08-12,Jonathan A. Parker; Antoinette Schoar; Allison Cole; Duncan Simester,4,"ABSTRACT Using account‐level data on millions of U.S. middle‐class investors over 2006 to 2018, we characterize the share of investable wealth that they hold in the stock market over their working lives. Relative to the 1990s, this share has both risen by 10% and become age‐dependent. The Pension Protection Act (PPA)—which allowed target date funds (TDFs) to be default options in retirement plans—played an important role: younger (older) workers starting at a firm after TDFs became the default option post‐PPA invested more (less) in stocks, in line with the TDF glidepath. In contrast, contribution rates changed little following the PPA."
Journal of Finance,finance,https://openalex.org/W3186750417,https://doi.org/10.1111/jofi.13471,Persuading Investors: A Video‐Based Study,2025-08-14,Allen H. Hu; Song Ma,9,"ABSTRACT Persuasive communication functions through not only content but also delivery—facial expression, tone of voice, and diction. This paper examines the persuasiveness of delivery in startup pitches. Using machine learning algorithms to process full pitch videos, we quantify persuasion in visual, vocal, and verbal dimensions. We find that positive (i.e., passionate, warm) pitches increase funding probability. However, conditional on funding, startups with higher levels of pitch positivity underperform. Women are more heavily judged on delivery when evaluated in single‐gender teams, but they are neglected when copitching in mixed‐gender teams. Using an experiment, we show that persuasion delivery works mainly through leading investors to form inaccurate beliefs."
Journal of Finance,finance,https://openalex.org/W3168956128,https://doi.org/10.1111/jofi.13476,The Impact of the Financial Education of Executives on the Financial Practices of Medium and Large Enterprises,2025-08-18,Cláudia Custódio; Diogo Mendes; Daniel Metzger,4,"ABSTRACT We study the impact of an MBA‐style executive education course in finance on corporate policies and firm performance targeting top managers of medium and large Mozambican enterprises. Using a randomized controlled trial, we find that the educational treatment induces changes in financial policies that improve firm performance. Specifically, a reduction in working capital (0.4 to 0.5 standard deviations) increases cash flow, and in turn long‐term investments. This effect operates primarily through a reduction in accounts receivable (0.4 to 1 standard deviations). Our findings show that targeted educational interventions can build managerial capital and enhance corporate performance by improving financial decision making among executives."
